host id;host_identity_verified;neighbourhood;cancellation_policy;room type;Construction year;price;service fee;minimum nights;number of reviews;last review
5592303126;unconfirmed;Crown Heights;flexible;Private room;2013;$758 ;$152 ;30;61;11/23/2021
5594407365;verified;East New York;moderate;Private room;2015;$366 ;$73 ;30;12;11/1/2018
5594908059;unconfirmed;Upper West Side;strict;Entire home/apt;2009;$1,180 ;$236 ;7;0;
5595411377;unconfirmed;East Flatbush;strict;Private room;2012;$566 ;$113 ;1;20;7/5/2019
5598563862;unconfirmed;East Harlem;moderate;Private room;2009;$260 ;$52 ;30;10;11/30/2021
5599770232;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2018;$1,081 ;$216 ;1;13;1/2/2022
5600967129;unconfirmed;Clinton Hill;flexible;Private room;2006;$978 ;$196 ;3;2;5/28/2018
5601228104;verified;Crown Heights;moderate;Private room;2022;$434 ;$87 ;2;158;6/30/2019
5601583185;unconfirmed;Mott Haven;strict;Private room;2013;$1,038 ;$208 ;1;35;7/2/2019
5601810185;unconfirmed;Williamsburg;flexible;Private room;2021;$414 ;$83 ;1;81;6/21/2019
5602109822;verified;Flatbush;strict;Private room;2016;$993 ;$199 ;3;58;5/19/2019
5602934549;unconfirmed;Flatbush;moderate;Entire home/apt;2005;$796 ;$159 ;14;1;2/8/2018
5603621478;verified;Throgs Neck;moderate;Private room;2020;$317 ;$63 ;1;1;1/5/2019
5605854535;unconfirmed;Harlem;flexible;Private room;2008;$847 ;$169 ;1;18;6/25/2019
5606145901;verified;Fordham;strict;Private room;2006;$872 ;$174 ;2;6;6/23/2019
5606293046;unconfirmed;Williamsburg;strict;Private room;2004;$1,090 ;$218 ;3;12;9/1/2018
5607590872;unconfirmed;Chelsea;flexible;Entire home/apt;2019;$701 ;$140 ;5;106;6/29/2019
5609180725;unconfirmed;Clinton Hill;moderate;Entire home/apt;2013;$777 ;$155 ;3;2;11/26/2018
5609442375;verified;Long Island City;strict;Private room;2011;$875 ;$175 ;1;73;6/10/2019
5611237493;unconfirmed;East Village;flexible;Entire home/apt;2011;$1,014 ;$203 ;2;32;7/3/2019
5611858926;verified;Hell's Kitchen;moderate;Private room;2019;$1,192 ;$238 ;1;0;
5612973107;unconfirmed;Clinton Hill;flexible;Entire home/apt;2006;$843 ;$169 ;3;123;6/7/2019
5614218128;unconfirmed;Williamsburg;flexible;Private room;2003;$432 ;$86 ;3;46;6/20/2019
5614660791;verified;Prospect Heights;strict;Private room;2011;$1,073 ;$215 ;3;1;1/2/2019
5614867341;unconfirmed;Bushwick;strict;Private room;2022;$610 ;$122 ;4;1;8/9/2016
5618644197;unconfirmed;Bedford-Stuyvesant;strict;Entire home/apt;2019;$984 ;$197 ;2;1;8/11/2017
5618905117;verified;Rego Park;moderate;Private room;2004;$525 ;$105 ;1;14;6/15/2019
5618912026;verified;Sunnyside;flexible;Private room;2019;$715 ;$143 ;30;0;
5621514554;verified;Midtown;flexible;Entire home/apt;2010;$200 ;$40 ;2;64;6/16/2019
5623110816;unconfirmed;Fresh Meadows;strict;Private room;2015;$974 ;$195 ;3;4;2/5/2022
5623879213;unconfirmed;Fresh Meadows;strict;Entire home/apt;2004;$57 ;$11 ;2;113;7/3/2019
5624050784;verified;East Harlem;flexible;Entire home/apt;2019;$1,134 ;$227 ;1;7;5/27/2018
5629529930;unconfirmed;Flushing;strict;Private room;2005;$267 ;$53 ;2;1;3/22/2018
5630713601;unconfirmed;East Village;strict;Entire home/apt;2013;$450 ;$90 ;2;19;6/2/2019
5631605081;verified;Gravesend;moderate;Private room;2016;$791 ;$158 ;1;95;7/6/2019
5634053556;unconfirmed;Upper West Side;flexible;Entire home/apt;2018;$233 ;$47 ;4;60;6/22/2019
5634485641;verified;Midtown;flexible;Private room;2022;$1,048 ;$210 ;1;1;8/4/2021
5635774077;unconfirmed;Williamsburg;strict;Entire home/apt;2017;$495 ;$99 ;1;10;5/6/2018
5635956294;unconfirmed;Bedford-Stuyvesant;strict;Private room;2008;$149 ;$30 ;2;2;4/22/2019
5637957147;verified;Lower East Side;flexible;Private room;2009;$700 ;$140 ;4;59;6/9/2019
5638228560;verified;Elmhurst;strict;Private room;2007;$907 ;$181 ;2;25;7/7/2019
5638228560;verified;Elmhurst;strict;Private room;2007;$907 ;$181 ;2;25;7/7/2019
5638936915;unconfirmed;Upper East Side;moderate;Private room;2010;$299 ;$60 ;1;32;6/16/2019
5640471490;unconfirmed;Greenpoint;strict;Entire home/apt;2003;$513 ;$103 ;30;9;4/30/2019
5641011254;unconfirmed;New Brighton;strict;Private room;2004;$1,064 ;$213 ;3;42;6/21/2019
5641642990;verified;Bedford-Stuyvesant;flexible;Entire home/apt;2012;$387 ;$77 ;3;10;7/5/2018
5642347736;unconfirmed;Gowanus;strict;Private room;2017;$267 ;$53 ;1;133;6/17/2019
5642791107;verified;Lower East Side;moderate;Private room;2006;$1,049 ;$210 ;1;72;6/29/2019
5643260794;unconfirmed;Kips Bay;moderate;Entire home/apt;2019;$92 ;$18 ;30;36;6/29/2019
5644048455;unconfirmed;East Flatbush;moderate;Entire home/apt;2009;$697 ;$139 ;30;1;8/1/2021
5645842337;verified;South Slope;flexible;Entire home/apt;2016;$309 ;$62 ;30;5;9/1/2020
5649209256;unconfirmed;Ridgewood;flexible;Private room;2007;$687 ;$137 ;7;2;1/4/2018
5649418874;unconfirmed;Harlem;moderate;Private room;2018;$1,168 ;$234 ;3;2;2/18/2017
5650850809;verified;Hell's Kitchen;flexible;Entire home/apt;2012;$1,024 ;$205 ;45;6;3/31/2019
5651364052;unconfirmed;Park Slope;flexible;Entire home/apt;2019;$449 ;$90 ;10;3;10/10/2021
5652323221;unconfirmed;Bushwick;moderate;Private room;2013;$951 ;$190 ;3;50;5/18/2019
5653319202;unconfirmed;Upper West Side;strict;Entire home/apt;2006;$304 ;$61 ;2;20;6/23/2019
5654318481;unconfirmed;Park Slope;moderate;Private room;2018;$241 ;$48 ;2;6;12/19/2021
5655457898;verified;Woodside;strict;Private room;2013;$1,038 ;$208 ;30;8;1/18/2022
5656243860;verified;Harlem;moderate;Private room;2008;$1,165 ;$233 ;2;0;
5657924316;verified;Prospect-Lefferts Gardens;moderate;Entire home/apt;2012;$178 ;$36 ;4;6;10/9/2018
5658409145;unconfirmed;Greenwich Village;flexible;Entire home/apt;2019;$414 ;$83 ;2;3;1/2/2018
5660212201;unconfirmed;Williamsburg;flexible;Entire home/apt;2012;$343 ;$69 ;2;19;7/1/2019
5660407202;unconfirmed;Midtown;flexible;Entire home/apt;2011;$465 ;$93 ;3;13;6/21/2019
5660694120;unconfirmed;Fort Greene;moderate;Private room;2013;$758 ;$152 ;5;0;
5660813500;unconfirmed;Bedford-Stuyvesant;strict;Entire home/apt;2019;$394 ;$79 ;2;5;12/29/2018
5661908726;verified;Williamsburg;flexible;Entire home/apt;2019;$201 ;$40 ;3;138;2/28/2022
5663577159;unconfirmed;Upper West Side;flexible;Private room;2004;$465 ;$93 ;2;2;1/3/2016
5663997900;verified;Sunset Park;flexible;Private room;2017;$285 ;$57 ;21;0;
5665263262;verified;Upper West Side;flexible;Private room;2006;$799 ;$160 ;1;0;
5666566784;unconfirmed;Washington Heights;strict;Private room;2020;$406 ;$81 ;1;1;11/10/2015
5666890472;unconfirmed;Upper East Side;flexible;Private room;2006;$468 ;$94 ;1;3;10/23/2015
5668148563;verified;Harlem;flexible;Private room;2003;$342 ;$68 ;3;7;7/3/2019
5668331815;verified;Bedford-Stuyvesant;flexible;Private room;2004;$910 ;$182 ;30;144;2/28/2022
5668571111;verified;Crown Heights;moderate;Entire home/apt;2013;$804 ;$161 ;30;132;4/16/2019
5669327825;unconfirmed;Sunset Park;strict;Private room;2008;$455 ;$91 ;1;8;6/15/2019
5669825364;unconfirmed;Kew Gardens;strict;Entire home/apt;2019;$227 ;$45 ;9;2;1/3/2019
5670025050;verified;Chelsea;flexible;Entire home/apt;2010;$311 ;$62 ;3;4;2/10/2019
5671104835;unconfirmed;East Village;moderate;Entire home/apt;2022;$894 ;$179 ;2;170;7/1/2019
5672405130;unconfirmed;Washington Heights;flexible;Entire home/apt;2004;$1,166 ;$233 ;6;0;
5673985962;verified;Bedford-Stuyvesant;flexible;Private room;2015;$646 ;$129 ;1;118;6/20/2019
5676285920;verified;Crown Heights;strict;Entire home/apt;2009;$53 ;$11 ;3;11;8/24/2018
5677864921;verified;Williamsburg;moderate;Private room;2018;$1,067 ;$213 ;3;176;6/21/2019
5678268883;unconfirmed;Upper East Side;flexible;Entire home/apt;2014;$281 ;$56 ;1;1;7/1/2019
5679123403;unconfirmed;Upper West Side;strict;Private room;2021;$253 ;$51 ;30;85;9/12/2021
5679245286;unconfirmed;Greenwich Village;moderate;Entire home/apt;2009;$158 ;$32 ;6;23;1/2/2017
5680173472;unconfirmed;Columbia St;flexible;Private room;2011;$570 ;$114 ;2;7;6/28/2019
5680291289;unconfirmed;Williamsburg;strict;Private room;2016;$761 ;$152 ;1;3;10/27/2018
5680787087;verified;Woodside;flexible;Private room;2004;$293 ;$59 ;29;1;4/1/2019
5681927018;verified;Astoria;strict;Private room;2006;$292 ;$58 ;30;0;
5683289659;unconfirmed;Midtown;moderate;Private room;2018;$829 ;$166 ;1;10;11/1/2021
5683693692;verified;East Village;strict;Entire home/apt;2015;$410 ;$82 ;2;221;6/18/2019
5686046521;verified;Bedford-Stuyvesant;flexible;Private room;2010;$1,150 ;$230 ;5;4;4/22/2018
5687186115;verified;Bedford-Stuyvesant;flexible;Shared room;2011;$955 ;$191 ;3;12;6/19/2019
5689645653;unconfirmed;Nolita;flexible;Entire home/apt;2015;$664 ;$133 ;3;51;6/30/2019
5690445039;verified;Prospect-Lefferts Gardens;moderate;Entire home/apt;2008;$448 ;$90 ;1;2;2/23/2022
5694814492;verified;Flatbush;flexible;Private room;2003;$265 ;$53 ;3;0;
5695781693;unconfirmed;Flatbush;moderate;Private room;2017;$1,196 ;$239 ;2;28;6/23/2019
5695963303;unconfirmed;Lower East Side;strict;Entire home/apt;2021;$814 ;$163 ;30;0;
5698142076;unconfirmed;Gramercy;flexible;Entire home/apt;2016;$1,020 ;$204 ;6;10;7/2/2019
5698306836;verified;Chinatown;strict;Entire home/apt;2015;$1,114 ;$223 ;5;11;4/30/2019
5698629119;verified;Flushing;moderate;Private room;2018;$1,124 ;$225 ;1;2;6/9/2019
5699033514;unconfirmed;East Village;moderate;Private room;2016;$192 ;$38 ;1;78;7/2/2019
5699578214;verified;Red Hook;moderate;Entire home/apt;2018;$763 ;$153 ;2;27;11/28/2021
5700223400;verified;Gowanus;strict;Entire home/apt;2019;$1,168 ;$234 ;27;142;2/28/2022
5700886008;verified;Flatbush;moderate;Entire home/apt;2015;$907 ;$181 ;4;20;7/1/2019
5702067547;unconfirmed;Upper West Side;moderate;Entire home/apt;2018;$336 ;$67 ;30;3;1/6/2022
5703750156;verified;Grant City;moderate;Private room;2005;$503 ;$101 ;7;1;6/29/2019
5704302341;verified;Murray Hill;strict;Entire home/apt;2010;$573 ;$115 ;29;2;5/30/2019
5704982643;unconfirmed;Crown Heights;flexible;Private room;2003;$240 ;$48 ;1;69;7/2/2019
5705726108;unconfirmed;East Village;strict;Entire home/apt;2003;$255 ;$51 ;2;46;2/23/2022
5707310788;unconfirmed;Harlem;flexible;Private room;2014;$1,061 ;$212 ;4;57;12/28/2021
5707396840;unconfirmed;Jamaica;moderate;Private room;2008;$535 ;$107 ;1;37;2/17/2022
5709684664;unconfirmed;Elmhurst;moderate;Private room;2020;$166 ;$33 ;1;65;7/1/2019
5709990277;unconfirmed;South Slope;moderate;Entire home/apt;2021;$899 ;$180 ;3;73;6/18/2019
5710460154;unconfirmed;Mott Haven;strict;Entire home/apt;2018;$945 ;$189 ;1;2;7/7/2019
5711715789;unconfirmed;Harlem;flexible;Private room;2016;$713 ;$143 ;6;4;3/24/2019
5712693165;unconfirmed;Midtown;flexible;Private room;2017;$858 ;$172 ;1;0;
5714218319;unconfirmed;Sunset Park;moderate;Entire home/apt;2003;$63 ;$13 ;2;3;8/6/2016
5714672328;unconfirmed;Long Island City;flexible;Shared room;2003;$872 ;$174 ;1;1;2/19/2018
5714736260;unconfirmed;Prospect-Lefferts Gardens;moderate;Private room;2011;$174 ;$35 ;1;0;
5715989004;verified;Bedford-Stuyvesant;flexible;Entire home/apt;2011;$174 ;$35 ;;30;3/2/2022
5716707005;unconfirmed;Nolita;strict;Private room;2011;$1,042 ;$208 ;3;29;7/1/2019
5718555328;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2007;$245 ;$49 ;2;1;9/10/2018
5718650466;verified;Laurelton;moderate;Entire home/apt;2018;$1,191 ;$238 ;2;2;2/27/2022
5721029860;verified;Williamsburg;strict;Private room;2005;$712 ;$142 ;7;1;1/1/2019
5721902041;unconfirmed;Midtown;flexible;Private room;2016;$1,137 ;$227 ;1;5;1/5/2022
5722862777;unconfirmed;Lower East Side;strict;Private room;2017;$877 ;$175 ;2;1;4/20/2019
5723031659;unconfirmed;Greenpoint;strict;Shared room;2019;$1,119 ;$224 ;1;32;6/16/2019
5723245366;verified;Kips Bay;strict;Private room;2013;$68 ;$14 ;1;19;6/23/2019
5723571620;verified;Downtown Brooklyn;strict;Private room;2009;$1,002 ;$200 ;1;5;1/29/2022
5724391535;verified;Bay Ridge;strict;Private room;2009;$576 ;$115 ;3;0;
5724903612;unconfirmed;Bushwick;strict;Entire home/apt;2003;$64 ;$13 ;2;6;2/25/2018
5726305186;unconfirmed;Williamsburg;flexible;Private room;2006;$1,036 ;$207 ;3;9;6/24/2019
5728397516;unconfirmed;Financial District;strict;Entire home/apt;2022;$486 ;$97 ;2;123;7/2/2019
5728673699;unconfirmed;East Harlem;flexible;Private room;2012;$709 ;$142 ;1;109;7/5/2019
5728721648;unconfirmed;Washington Heights;moderate;Entire home/apt;2017;$662 ;$132 ;2;2;6/2/2019
5730226288;unconfirmed;Carroll Gardens;flexible;Entire home/apt;2022;$337 ;$67 ;1;117;7/6/2019
5732183461;unconfirmed;Carroll Gardens;flexible;Entire home/apt;2019;$708 ;$142 ;7;46;6/19/2019
5734979503;unconfirmed;Kips Bay;flexible;Entire home/apt;2007;$385 ;$77 ;1;0;
5735308445;verified;Washington Heights;strict;Entire home/apt;2014;$713 ;$143 ;1;17;5/26/2019
5735900356;verified;Murray Hill;flexible;Entire home/apt;2011;$144 ;$29 ;5;0;
5738737150;verified;Hell's Kitchen;moderate;Entire home/apt;2004;$608 ;$122 ;1;39;7/7/2019
5739459181;unconfirmed;Harlem;moderate;Private room;2003;$312 ;$62 ;2;2;8/18/2018
5739823855;verified;Greenpoint;moderate;Private room;2016;$193 ;$39 ;4;0;
5743190160;verified;Upper East Side;strict;Entire home/apt;2010;$674 ;$135 ;2;23;1/5/2017
5744263520;unconfirmed;Williamsburg;moderate;Private room;2005;$546 ;$109 ;7;1;6/24/2017
5745630148;unconfirmed;Cobble Hill;moderate;Entire home/apt;2008;$457 ;$91 ;2;65;2/27/2022
5746453282;verified;Woodhaven;flexible;Private room;2006;$1,171 ;$234 ;3;4;1/2/2019
5747485565;verified;Lower East Side;strict;Entire home/apt;2008;$846 ;$169 ;3;6;7/20/2017
5748255364;verified;East Harlem;flexible;Entire home/apt;2016;$167 ;$33 ;30;2;2/20/2022
5753600735;verified;Bushwick;strict;Private room;2009;$178 ;$36 ;30;3;1/2/2022
5754226678;unconfirmed;Harlem;flexible;Entire home/apt;2009;$998 ;$200 ;3;18;3/20/2019
5754960082;verified;Williamsburg;flexible;Private room;2013;$901 ;$180 ;6;7;5/27/2019
5755784198;verified;Prospect-Lefferts Gardens;moderate;Private room;2009;$1,044 ;$209 ;2;10;5/7/2018
5756167455;verified;Williamsburg;strict;Entire home/apt;2013;$289 ;$58 ;14;2;4/10/2021
5756715942;unconfirmed;Chelsea;moderate;Entire home/apt;2020;$867 ;$173 ;3;41;6/13/2019
5757024457;unconfirmed;Crown Heights;strict;Entire home/apt;2022;$902 ;$180 ;3;39;7/7/2019
5757583466;verified;Upper West Side;moderate;Entire home/apt;2015;$434 ;$87 ;4;0;
5759043562;unconfirmed;Crown Heights;strict;Entire home/apt;2020;$407 ;$81 ;4;3;1/25/2022
5759801641;unconfirmed;Williamsburg;strict;Private room;2014;$523 ;$105 ;4;18;10/29/2018
5760773608;verified;Upper East Side;moderate;Entire home/apt;2005;$446 ;$89 ;30;0;
5761004773;verified;Morningside Heights;flexible;Private room;2005;$1,106 ;$221 ;2;11;6/10/2017
5761347845;verified;Clinton Hill;flexible;Entire home/apt;2020;$108 ;$22 ;3;65;3/8/2020
5761448802;verified;East Harlem;moderate;Entire home/apt;2007;$1,135 ;$227 ;1;8;10/3/2018
5762607190;verified;Williamsburg;strict;Private room;2012;$178 ;$36 ;30;3;5/31/2019
5764200576;unconfirmed;Bedford-Stuyvesant;flexible;Entire home/apt;2014;$356 ;$71 ;30;7;8/18/2021
5766717579;unconfirmed;Sea Gate;moderate;Private room;2015;$451 ;$90 ;5;12;2/20/2022
5767225190;unconfirmed;Canarsie;strict;Entire home/apt;2007;$794 ;$159 ;3;43;2/18/2022
5767373312;verified;Williamsburg;strict;Entire home/apt;2020;$136 ;$27 ;7;0;
5767644480;verified;East Village;flexible;Private room;2008;$707 ;$141 ;2;246;6/29/2019
5767762995;unconfirmed;Randall Manor;strict;Entire home/apt;2005;$774 ;$155 ;2;3;6/16/2019
5768610902;verified;Flushing;strict;Entire home/apt;2015;$904 ;$181 ;1;8;7/1/2019
5768663562;verified;Flushing;flexible;Private room;2012;$245 ;$49 ;2;24;7/2/2019
5769326126;verified;Clinton Hill;moderate;Private room;2020;$758 ;$152 ;3;74;6/17/2019
5770527406;unconfirmed;Corona;flexible;Entire home/apt;2003;$848 ;$170 ;2;2;8/21/2018
5770550165;unconfirmed;Upper West Side;moderate;Private room;2006;$211 ;$42 ;2;16;7/26/2018
5770692935;unconfirmed;Williamsburg;moderate;Entire home/apt;2020;$494 ;$99 ;3;20;7/1/2019
5770767860;unconfirmed;Flatbush;moderate;Entire home/apt;2015;$555 ;$111 ;4;1;7/18/2018
5770857331;unconfirmed;East New York;strict;Private room;2003;$198 ;$40 ;4;5;1/3/2022
5771445331;unconfirmed;Ditmars Steinway;moderate;Private room;2021;$335 ;$67 ;4;0;
5775551474;verified;Greenpoint;flexible;Entire home/apt;2007;$356 ;$71 ;4;17;3/20/2018
5776792772;verified;Inwood;flexible;Private room;2017;$512 ;$102 ;4;57;9/14/2021
5778038209;verified;Harlem;moderate;Entire home/apt;2005;$566 ;$113 ;2;4;5/27/2019
5779911037;unconfirmed;Williamsburg;strict;Entire home/apt;2009;$918 ;$184 ;2;5;6/30/2019
5781228397;verified;Borough Park;moderate;Private room;2016;$689 ;$138 ;2;6;5/20/2019
5781389658;verified;Astoria;strict;Private room;2005;$1,147 ;$229 ;2;5;7/30/2017
5783041336;unconfirmed;Jackson Heights;strict;Entire home/apt;2006;$740 ;$148 ;7;2;12/5/2015
5783246817;unconfirmed;Hell's Kitchen;strict;Entire home/apt;2006;$1,004 ;$201 ;1;3;7/4/2017
5783656862;verified;Borough Park;moderate;Entire home/apt;2005;$502 ;$100 ;15;1;7/24/2016
5784639846;unconfirmed;Bushwick;strict;Private room;2020;$365 ;$73 ;2;6;6/12/2018
5785367698;unconfirmed;Astoria;moderate;Private room;2010;$1,075 ;$215 ;2;18;4/28/2019
5785536748;unconfirmed;Financial District;flexible;Entire home/apt;2009;$524 ;$105 ;29;0;
5786177216;verified;Borough Park;strict;Private room;2008;$174 ;$35 ;;13;2/12/2022
5787833998;verified;Park Slope;flexible;Entire home/apt;2006;$1,121 ;$224 ;4;117;3/1/2022
5788075980;verified;Greenpoint;moderate;Entire home/apt;2015;$1,049 ;$210 ;2;0;
5788359319;verified;Upper East Side;moderate;Private room;2020;$146 ;$29 ;1;48;6/27/2019
5790851766;verified;Crown Heights;flexible;Entire home/apt;2008;$334 ;$67 ;7;0;
5790950619;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2022;$494 ;$99 ;5;11;6/19/2019
5794408574;verified;Upper West Side;moderate;Entire home/apt;2022;$670 ;$134 ;27;1;12/7/2016
5795306350;unconfirmed;Bedford-Stuyvesant;strict;Private room;2022;$1,003 ;$201 ;5;2;1/3/2019
5795495991;verified;Upper West Side;moderate;Private room;2007;$216 ;$43 ;3;123;7/1/2019
5795976441;unconfirmed;Fort Greene;moderate;Entire home/apt;2006;$870 ;$174 ;3;1;7/5/2019
5799022713;verified;Williamsburg;moderate;Entire home/apt;2015;$516 ;$103 ;5;5;11/13/2021
5799022713;verified;Williamsburg;moderate;Entire home/apt;2015;$516 ;$103 ;5;5;11/13/2021
5799574065;verified;East Village;flexible;Private room;2022;$942 ;$188 ;5;2;7/16/2018
5800340428;verified;Brownsville;strict;Entire home/apt;2006;$629 ;$126 ;4;9;6/29/2019
5804817690;unconfirmed;Crown Heights;strict;Private room;2009;$482 ;$96 ;2;90;7/2/2019
5805806900;verified;East Harlem;moderate;Entire home/apt;2019;$584 ;$117 ;7;17;9/17/2018
5806340015;verified;Jackson Heights;moderate;Shared room;2006;$597 ;$119 ;62;0;
5806969731;verified;Grymes Hill;strict;Entire home/apt;2006;$1,069 ;$214 ;3;22;12/20/2021
5808133092;unconfirmed;Greenpoint;flexible;Entire home/apt;2017;$1,008 ;$202 ;11;2;5/12/2019
5809036242;unconfirmed;Harlem;strict;Shared room;2021;$286 ;$57 ;20;0;
5810193882;verified;Bushwick;flexible;Entire home/apt;2005;$127 ;$25 ;30;3;7/3/2019
5810463703;unconfirmed;Bushwick;moderate;Private room;2016;$229 ;$46 ;2;1;3/27/2018
5812550034;verified;Bay Ridge;moderate;Entire home/apt;2021;$118 ;;2;8;7/7/2019
5812681081;unconfirmed;Bronxdale;flexible;Entire home/apt;2005;$1,155 ;$231 ;1;8;6/29/2019
5813227291;unconfirmed;East Harlem;flexible;Private room;2019;$1,132 ;$226 ;30;0;
5813584967;verified;Upper West Side;strict;Entire home/apt;2010;$544 ;$109 ;11;30;6/13/2019
5814008032;unconfirmed;Williamsburg;moderate;Private room;2008;$603 ;$121 ;1;25;6/25/2019
5817073684;verified;Harlem;flexible;Private room;2006;$1,158 ;$232 ;2;12;7/5/2016
5817927792;unconfirmed;Glendale;moderate;Private room;2007;$1,004 ;$201 ;30;14;7/2/2019
5818846433;unconfirmed;Brownsville;strict;Private room;2020;$977 ;$195 ;2;118;6/10/2019
5820224086;unconfirmed;Harlem;flexible;Private room;2003;$425 ;$85 ;1;1;12/22/2017
5820915502;verified;East Village;strict;Entire home/apt;2008;$278 ;$56 ;3;6;6/2/2019
5822116827;unconfirmed;East Village;flexible;Private room;2006;$1,155 ;$231 ;3;12;3/25/2018
5822351707;unconfirmed;Bedford-Stuyvesant;flexible;Private room;2017;$986 ;$197 ;3;4;7/29/2018
5822531859;unconfirmed;Midwood;moderate;Private room;2005;$900 ;$180 ;2;56;5/26/2019
5823715233;unconfirmed;Upper East Side;flexible;Entire home/apt;2010;$99 ;$20 ;30;1;12/18/2021
5823780839;unconfirmed;Upper East Side;flexible;Entire home/apt;2010;$790 ;$158 ;31;4;4/21/2019
5825462749;verified;Bedford-Stuyvesant;strict;Private room;2015;$407 ;$81 ;30;2;9/26/2020
5827080828;unconfirmed;Midtown;flexible;Entire home/apt;2007;$722 ;$144 ;3;0;
5827162144;unconfirmed;Flatbush;moderate;Entire home/apt;2011;$1,007 ;$201 ;4;15;8/3/2017
5828023378;verified;Bedford-Stuyvesant;moderate;Private room;2015;$489 ;$98 ;1;0;
5828174268;verified;Glendale;moderate;Entire home/apt;2012;$251 ;$50 ;2;12;6/30/2019
5828659583;verified;Tribeca;moderate;Entire home/apt;2015;$1,008 ;$202 ;30;0;
5829933649;unconfirmed;Chelsea;moderate;Entire home/apt;2017;$667 ;$133 ;4;0;
5830553360;unconfirmed;Upper West Side;strict;Entire home/apt;2014;$555 ;$111 ;30;2;12/10/2018
5831114091;verified;Upper West Side;strict;Private room;2012;$706 ;$141 ;1;4;8/15/2017
5831539795;verified;Crown Heights;moderate;Entire home/apt;2005;$319 ;$64 ;30;1;3/9/2019
5831712618;verified;Carroll Gardens;flexible;Private room;2006;$1,108 ;$222 ;1;11;6/23/2019
5831774224;verified;Harlem;strict;Entire home/apt;2014;$199 ;$40 ;2;0;
5832188674;verified;Flushing;moderate;Private room;2016;$751 ;$150 ;1;7;6/14/2019
5832738064;unconfirmed;Park Slope;moderate;Private room;2009;$868 ;$174 ;4;0;
5833122659;unconfirmed;University Heights;flexible;Private room;2009;$458 ;$92 ;1;2;3/28/2018
5834730245;unconfirmed;East Village;flexible;Entire home/apt;2010;$955 ;$191 ;3;12;6/22/2019
5836890129;verified;Hell's Kitchen;moderate;Entire home/apt;2014;$639 ;$128 ;3;81;7/7/2019
5841258947;verified;Financial District;flexible;Private room;2008;$1,082 ;$216 ;3;4;6/21/2019
5841667943;verified;East Village;moderate;Private room;2011;$669 ;$134 ;7;17;6/24/2019
5841678837;verified;Cypress Hills;strict;Entire home/apt;2014;$479 ;$96 ;4;54;7/7/2019
5842933463;unconfirmed;Washington Heights;moderate;Private room;2017;$263 ;$53 ;2;167;7/7/2019
5843090525;verified;Flushing;moderate;Shared room;2019;$902 ;$180 ;5;2;8/1/2017
5843244791;verified;Upper West Side;moderate;Private room;2012;$153 ;$31 ;2;19;6/19/2018
5843717151;unconfirmed;Williamsburg;moderate;Entire home/apt;2016;$614 ;$123 ;3;40;5/27/2019
5843724330;unconfirmed;Woodhaven;moderate;Private room;2005;$420 ;$84 ;1;15;2/26/2022
5844538661;unconfirmed;Astoria;flexible;Private room;2006;$1,131 ;$226 ;1;2;3/1/2022
5844929989;unconfirmed;Great Kills;flexible;Entire home/apt;2021;$287 ;$57 ;7;37;1/3/2022
5845075235;unconfirmed;East New York;flexible;Entire home/apt;2011;$1,088 ;$218 ;1;106;6/13/2019
5847283932;verified;Bushwick;strict;Entire home/apt;2014;$641 ;$128 ;4;2;8/21/2014
5849052245;unconfirmed;Williamsburg;moderate;Private room;2008;$918 ;$184 ;1;15;5/25/2019
5850104003;verified;Jackson Heights;strict;Private room;2006;$679 ;$136 ;3;61;2/23/2022
5850197183;unconfirmed;Prospect Heights;strict;Private room;2021;$545 ;$109 ;1;8;1/9/2022
5850409470;unconfirmed;Financial District;flexible;Entire home/apt;2022;$404 ;$81 ;2;7;2/28/2020
5850668780;verified;Hell's Kitchen;flexible;Entire home/apt;2011;$271 ;$54 ;30;2;5/9/2018
5851780367;verified;Greenpoint;moderate;Entire home/apt;2015;$641 ;$128 ;5;0;
5852753791;unconfirmed;Astoria;moderate;Entire home/apt;2005;$286 ;$57 ;2;21;9/13/2018
5854277567;unconfirmed;Upper East Side;flexible;Entire home/apt;2013;$918 ;$184 ;3;28;5/23/2019
5854349958;;DUMBO;moderate;Private room;2011;$131 ;$26 ;1;1;6/30/2018
5854455137;unconfirmed;East Village;moderate;Entire home/apt;2014;$594 ;$119 ;30;275;11/12/2021
5854455137;unconfirmed;East Village;moderate;Entire home/apt;2014;$594 ;$119 ;30;275;11/12/2021
5855633395;verified;Kingsbridge;flexible;Private room;2022;$157 ;$31 ;3;54;6/19/2019
5856224733;unconfirmed;Upper West Side;moderate;Private room;2011;$128 ;$26 ;2;8;4/27/2019
5856287045;unconfirmed;Greenpoint;flexible;Private room;2020;$995 ;$199 ;1;1;12/13/2021
5856336018;verified;Crown Heights;moderate;Entire home/apt;2013;$451 ;;1;0;
5856488701;verified;Carroll Gardens;strict;Entire home/apt;2013;$466 ;$93 ;1;62;6/28/2019
5859870309;verified;Williamsburg;strict;Entire home/apt;2003;$638 ;$128 ;2;13;5/5/2019
