carat,cut,color,clarity,depth,table,price,x,y,z,es_premium,categoria_precio,precio_por_quilate
0.34,Ideal,E,VS1,62.0,56.0,805,4.48,4.52,2.79,True,Económico,2367.6470588235293
0.34,Ideal,E,VS1,61.2,57.0,805,4.45,4.5,2.74,True,Económico,2367.6470588235293
0.34,Ideal,D,VS2,62.4,53.0,805,4.49,4.52,2.81,True,Económico,2367.6470588235293
0.34,Ideal,D,VS2,61.4,56.0,805,4.5,4.53,2.77,True,Económico,2367.6470588235293
0.34,Premium,D,VS2,60.4,60.0,805,4.51,4.56,2.74,True,Económico,2367.6470588235293
0.34,Premium,D,VS2,59.3,58.0,805,4.52,4.55,2.69,True,Económico,2367.6470588235293
0.34,Ideal,D,VS2,62.5,57.0,805,4.4,4.47,2.77,True,Económico,2367.6470588235293
0.34,Ideal,E,VS1,61.8,57.0,805,4.47,4.5,2.77,True,Económico,2367.6470588235293
0.34,Ideal,D,VS2,62.0,55.0,805,4.45,4.48,2.77,True,Económico,2367.6470588235293
0.34,Ideal,D,VS2,62.0,55.0,805,4.45,4.49,2.77,True,Económico,2367.6470588235293
0.34,Premium,E,VS1,59.9,58.0,805,4.54,4.58,2.73,True,Económico,2367.6470588235293
0.34,Ideal,E,VS1,60.8,57.0,805,4.49,4.53,2.74,True,Económico,2367.6470588235293
0.34,Ideal,D,VS2,60.8,57.0,805,4.5,4.52,2.74,True,Económico,2367.6470588235293
0.33,Very Good,G,VVS2,59.7,59.0,806,4.48,4.53,2.69,False,Económico,2442.4242424242425
0.35,Ideal,F,VVS2,61.3,55.0,806,4.57,4.6,2.81,True,Económico,2302.857142857143
0.33,Ideal,G,VVS1,60.9,56.7,806,4.47,4.49,2.73,True,Económico,2442.4242424242425
0.33,Ideal,E,VS1,61.5,54.0,806,4.46,4.49,2.75,True,Económico,2442.4242424242425
0.33,Ideal,H,IF,61.8,55.2,806,4.44,4.47,2.76,True,Económico,2442.4242424242425
0.32,Premium,F,VVS2,62.2,59.0,806,4.41,4.34,2.72,True,Económico,2518.75
0.6,Premium,H,I1,60.1,60.0,806,5.51,5.44,3.29,True,Económico,1343.3333333333335
0.42,Ideal,I,VS2,61.0,54.0,807,4.84,4.87,2.96,True,Económico,1921.4285714285716
0.35,Ideal,G,VS2,61.3,56.0,807,4.55,4.58,2.8,True,Económico,2305.714285714286
0.44,Ideal,I,VS1,61.1,56.0,807,4.92,4.96,3.02,True,Económico,1834.090909090909
0.44,Ideal,I,VS1,61.8,55.0,807,4.89,4.92,3.03,True,Económico,1834.090909090909
0.46,Ideal,G,SI2,61.1,57.0,807,4.97,5.01,3.05,True,Económico,1754.3478260869565
0.46,Ideal,H,SI1,61.7,55.0,807,4.99,5.02,3.09,True,Económico,1754.3478260869565
0.29,Premium,E,VVS1,60.9,61.0,807,4.27,4.23,2.59,True,Económico,2782.7586206896553
0.36,Premium,F,VS2,62.0,59.0,807,4.56,4.51,2.81,True,Económico,2241.666666666667
0.36,Ideal,F,VS2,61.5,55.0,807,4.6,4.57,2.82,True,Económico,2241.666666666667
0.43,Ideal,D,SI1,61.6,56.0,807,4.82,4.86,2.98,True,Económico,1876.7441860465117
0.4,Ideal,I,VVS2,62.0,56.0,807,4.74,4.77,2.95,True,Económico,2017.5
0.4,Ideal,I,VVS2,62.4,55.0,807,4.7,4.73,2.94,True,Económico,2017.5
0.4,Very Good,G,VS2,62.9,56.0,807,4.69,4.72,2.96,False,Económico,2017.5
0.4,Ideal,G,VS2,62.3,57.0,807,4.7,4.71,2.93,True,Económico,2017.5
0.4,Very Good,H,VS1,62.7,56.0,807,4.71,4.73,2.96,False,Económico,2017.5
0.4,Premium,H,VS1,62.6,58.0,807,4.66,4.73,2.94,True,Económico,2017.5
0.4,Good,H,VS1,63.4,58.0,807,4.74,4.66,2.98,False,Económico,2017.5
0.4,Ideal,G,VS2,61.2,57.0,807,4.73,4.78,2.91,True,Económico,2017.5
0.4,Premium,H,VS1,62.4,60.0,807,4.69,4.74,2.94,True,Económico,2017.5
0.4,Good,G,VS2,63.8,59.0,807,4.64,4.57,2.94,False,Económico,2017.5
0.4,Very Good,H,VS1,62.6,58.0,807,4.68,4.71,2.94,False,Económico,2017.5
0.4,Good,G,VS2,63.5,56.0,807,4.68,4.7,2.98,False,Económico,2017.5
0.4,Very Good,G,VS2,62.8,61.0,807,4.63,4.67,2.92,False,Económico,2017.5
0.4,Ideal,H,VS1,61.8,56.0,807,4.74,4.78,2.94,True,Económico,2017.5
0.4,Premium,H,VS1,62.6,58.0,807,4.68,4.71,2.94,True,Económico,2017.5
0.31,Very Good,F,VVS1,61.3,56.0,808,4.35,4.37,2.67,False,Económico,2606.451612903226
0.39,Very Good,E,VS2,60.0,56.0,808,4.76,4.81,2.87,False,Económico,2071.7948717948716
0.32,Ideal,E,VVS2,61.0,55.0,808,4.43,4.45,2.71,True,Económico,2525.0
0.38,Ideal,D,VS2,60.7,56.0,808,4.69,4.74,2.86,True,Económico,2126.315789473684
0.32,Ideal,D,VS2,61.5,55.0,808,4.43,4.45,2.73,True,Económico,2525.0
0.35,Ideal,I,IF,61.8,53.0,808,4.55,4.57,2.81,True,Económico,2308.571428571429
0.32,Very Good,D,VVS2,60.0,57.0,809,4.45,4.49,2.68,False,Económico,2528.125
0.46,Very Good,F,SI2,61.5,56.0,809,4.98,5.01,3.07,False,Económico,1758.695652173913
0.38,Ideal,I,VVS2,63.4,53.0,809,4.61,4.63,2.93,True,Económico,2128.9473684210525
0.32,Ideal,D,VVS2,61.6,54.0,809,4.41,4.46,2.73,True,Económico,2528.125
0.32,Ideal,F,VVS1,61.7,56.0,809,4.37,4.42,2.71,True,Económico,2528.125
0.37,Ideal,G,VS2,60.5,56.0,809,4.65,4.68,2.82,True,Económico,2186.4864864864867
0.41,Ideal,F,VS2,61.7,54.0,809,4.79,4.81,2.96,True,Económico,1973.1707317073171
0.38,Good,D,VS2,64.1,55.0,809,4.58,4.62,2.95,False,Económico,2128.9473684210525
0.37,Ideal,G,VS1,61.0,55.0,810,4.66,4.68,2.85,True,Económico,2189.189189189189
0.41,Ideal,G,SI2,60.9,56.0,810,4.84,4.81,2.94,True,Económico,1975.609756097561
0.36,Ideal,E,SI1,61.6,56.0,810,4.59,4.56,2.82,True,Económico,2250.0
0.36,Ideal,E,SI1,61.9,56.0,810,4.58,4.53,2.82,True,Económico,2250.0
0.36,Ideal,E,SI1,62.4,55.0,810,4.55,4.52,2.83,True,Económico,2250.0
0.36,Premium,H,VS1,60.8,59.0,810,4.62,4.59,2.8,True,Económico,2250.0
0.36,Premium,H,VS1,61.6,59.0,810,4.57,4.52,2.8,True,Económico,2250.0
0.4,Very Good,J,VS1,63.2,57.0,810,4.73,4.7,2.98,False,Económico,2025.0
0.4,Ideal,J,VS1,62.6,55.0,810,4.75,4.71,2.96,True,Económico,2025.0
0.4,Premium,J,VS1,60.7,60.0,810,4.79,4.76,2.9,True,Económico,2025.0
0.4,Premium,J,VS1,59.7,59.0,810,4.83,4.79,2.87,True,Económico,2025.0
0.4,Premium,J,VS1,63.0,58.0,810,4.7,4.66,2.95,True,Económico,2025.0
0.4,Very Good,J,VS1,63.4,58.0,810,4.64,4.61,2.93,False,Económico,2025.0
0.4,Premium,F,SI2,62.6,60.0,810,4.68,4.65,2.92,True,Económico,2025.0
0.36,Ideal,H,VS1,61.8,57.0,810,4.6,4.56,2.83,True,Económico,2250.0
0.36,Premium,H,VS1,60.5,59.0,810,4.63,4.6,2.79,True,Económico,2250.0
0.36,Premium,E,SI1,60.9,60.0,810,4.61,4.56,2.79,True,Económico,2250.0
0.36,Premium,E,SI1,61.3,56.0,810,4.62,4.58,2.82,True,Económico,2250.0
0.36,Ideal,E,SI1,61.4,57.0,810,4.59,4.56,2.81,True,Económico,2250.0
0.36,Ideal,E,SI1,62.1,56.0,810,4.59,4.56,2.84,True,Económico,2250.0
0.36,Ideal,E,SI1,62.4,55.0,810,4.58,4.55,2.85,True,Económico,2250.0
0.36,Premium,E,SI1,60.8,59.0,810,4.59,4.56,2.78,True,Económico,2250.0
0.36,Very Good,E,SI1,63.1,58.0,810,4.54,4.49,2.85,False,Económico,2250.0
0.36,Ideal,E,SI1,62.9,56.0,810,4.57,4.52,2.86,True,Económico,2250.0
0.36,Ideal,E,SI1,62.0,57.0,810,4.57,4.53,2.82,True,Económico,2250.0
0.3,Very Good,I,IF,63.3,57.0,810,4.3,4.23,2.7,False,Económico,2700.0
0.3,Premium,I,IF,60.5,59.0,810,4.34,4.32,2.62,True,Económico,2700.0
0.3,Very Good,I,IF,63.3,56.0,810,4.26,4.21,2.68,False,Económico,2700.0
0.36,Fair,F,VS1,55.3,67.0,810,4.79,4.72,2.63,False,Económico,2250.0
0.44,Premium,H,VS2,61.3,58.0,810,4.88,4.91,3.0,True,Económico,1840.909090909091
0.42,Ideal,D,SI1,61.7,56.0,810,4.79,4.83,2.97,True,Económico,1928.5714285714287
0.33,Premium,G,VVS1,61.5,59.0,810,4.42,4.46,2.73,True,Económico,2454.5454545454545
0.33,Ideal,F,VVS2,62.2,56.0,810,4.43,4.45,2.76,True,Económico,2454.5454545454545
0.42,Ideal,D,SI1,62.4,57.0,810,4.77,4.84,3.0,True,Económico,1928.5714285714287
0.44,Ideal,F,SI1,61.0,57.0,810,4.89,4.91,2.99,True,Económico,1840.909090909091
0.33,Ideal,F,VVS2,61.3,56.0,810,4.44,4.46,2.73,True,Económico,2454.5454545454545
0.42,Ideal,D,SI1,62.0,55.0,810,4.83,4.84,3.0,True,Económico,1928.5714285714287
0.44,Very Good,E,SI1,62.9,58.0,810,4.85,4.88,3.06,False,Económico,1840.909090909091
0.42,Premium,D,SI1,59.8,59.0,810,4.86,4.91,2.92,True,Económico,1928.5714285714287
0.33,Ideal,F,VVS2,61.9,56.0,810,4.42,4.46,2.75,True,Económico,2454.5454545454545
0.44,Very Good,I,VS1,62.8,56.0,810,4.83,4.88,3.05,False,Económico,1840.909090909091
0.42,Very Good,D,SI1,62.8,58.0,810,4.76,4.79,3.0,False,Económico,1928.5714285714287
0.33,Ideal,G,VVS1,62.3,55.0,810,4.42,4.44,2.76,True,Económico,2454.5454545454545
0.44,Ideal,E,SI1,61.1,56.0,810,4.9,4.92,3.0,True,Económico,1840.909090909091
0.42,Ideal,D,SI1,61.8,57.0,810,4.77,4.81,2.96,True,Económico,1928.5714285714287
0.42,Ideal,D,SI1,61.5,56.0,810,4.81,4.85,2.97,True,Económico,1928.5714285714287
0.42,Very Good,D,SI1,60.8,59.0,810,4.82,4.85,2.94,False,Económico,1928.5714285714287
0.44,Very Good,E,SI1,62.2,60.0,810,4.79,4.86,3.0,False,Económico,1840.909090909091
0.42,Ideal,D,SI1,61.9,56.0,810,4.82,4.84,2.99,True,Económico,1928.5714285714287
0.44,Ideal,E,SI1,62.6,56.0,810,4.84,4.9,3.05,True,Económico,1840.909090909091
0.37,Ideal,H,VVS1,62.3,56.0,810,4.56,4.59,2.85,True,Económico,2189.189189189189
0.44,Premium,E,SI1,62.3,59.0,810,4.84,4.88,3.03,True,Económico,1840.909090909091
0.42,Ideal,D,SI1,61.9,57.0,810,4.77,4.82,2.97,True,Económico,1928.5714285714287
0.42,Ideal,D,SI1,62.3,57.0,810,4.77,4.8,2.98,True,Económico,1928.5714285714287
0.42,Premium,D,SI1,61.9,59.0,810,4.76,4.81,2.96,True,Económico,1928.5714285714287
0.42,Premium,D,SI1,62.1,59.0,810,4.77,4.79,2.97,True,Económico,1928.5714285714287
0.42,Premium,D,SI1,61.1,60.0,810,4.79,4.83,2.94,True,Económico,1928.5714285714287
0.33,Very Good,F,VVS2,62.5,59.0,810,4.4,4.47,2.77,False,Económico,2454.5454545454545
0.33,Ideal,F,VVS2,61.4,56.0,810,4.44,4.49,2.74,True,Económico,2454.5454545454545
0.41,Very Good,I,VVS2,61.3,60.0,811,4.77,4.82,2.94,False,Económico,1978.048780487805
0.41,Ideal,G,VS2,61.7,54.0,811,4.78,4.81,2.96,True,Económico,1978.048780487805
0.37,Ideal,E,VS2,62.7,56.0,811,4.55,4.6,2.87,True,Económico,2191.891891891892
0.37,Premium,E,VS2,61.0,59.0,811,4.59,4.63,2.81,True,Económico,2191.891891891892
0.37,Premium,E,VS2,60.3,58.0,811,4.63,4.66,2.8,True,Económico,2191.891891891892
0.37,Ideal,E,VS2,61.9,53.0,811,4.62,4.65,2.87,True,Económico,2191.891891891892
0.37,Premium,E,VS2,61.5,58.0,811,4.61,4.66,2.85,True,Económico,2191.891891891892
0.37,Ideal,E,VS2,62.5,56.0,811,4.58,4.61,2.87,True,Económico,2191.891891891892
0.34,Ideal,I,SI1,61.9,57.0,459,4.49,4.52,2.79,True,Económico,1350.0
0.34,Ideal,I,SI1,60.2,57.0,459,4.5,4.54,2.72,True,Económico,1350.0
0.34,Very Good,I,SI1,62.8,57.0,459,4.43,4.45,2.79,False,Económico,1350.0
0.34,Premium,I,SI1,60.0,58.0,459,4.51,4.55,2.72,True,Económico,1350.0
0.34,Ideal,I,SI1,62.3,55.0,459,4.42,4.47,2.77,True,Económico,1350.0
0.34,Ideal,I,SI1,62.4,56.0,459,4.45,4.49,2.79,True,Económico,1350.0
0.34,Very Good,I,SI1,61.7,56.0,459,4.51,4.54,2.79,False,Económico,1350.0
0.34,Ideal,I,SI1,61.9,57.0,459,4.44,4.48,2.76,True,Económico,1350.0
0.33,Very Good,G,SI2,60.0,56.0,460,4.52,4.55,2.73,False,Económico,1393.9393939393938
0.25,Ideal,F,VS2,62.2,54.0,460,4.03,4.07,2.52,True,Económico,1840.0
0.25,Ideal,G,VS1,62.3,53.0,460,4.02,4.07,2.52,True,Económico,1840.0
0.35,Good,F,SI2,63.8,56.0,460,4.45,4.48,2.85,False,Económico,1314.2857142857144
0.35,Very Good,F,SI2,62.8,55.0,460,4.48,4.53,2.83,False,Económico,1314.2857142857144
0.35,Premium,J,VS1,62.2,58.0,460,4.49,4.54,2.81,True,Económico,1314.2857142857144
0.24,Very Good,E,VS2,61.7,57.0,461,3.99,4.02,2.47,False,Económico,1920.8333333333335
0.24,Very Good,F,VS2,61.3,54.0,461,4.02,4.07,2.47,False,Económico,1920.8333333333335
0.24,Very Good,F,VS1,61.0,57.0,461,4.01,4.04,2.45,False,Económico,1920.8333333333335
0.24,Very Good,E,VS1,62.4,56.0,461,3.96,3.97,2.47,False,Económico,1920.8333333333335
0.31,Ideal,J,VVS1,62.4,54.0,461,4.32,4.35,2.7,True,Económico,1487.0967741935483
0.31,Ideal,I,VS1,61.9,54.0,461,4.33,4.36,2.69,True,Económico,1487.0967741935483
0.32,Ideal,G,SI1,61.4,55.0,461,4.4,4.46,2.72,True,Económico,1440.625
0.32,Ideal,G,SI1,61.3,57.0,461,4.42,4.45,2.72,True,Económico,1440.625
0.3,Ideal,F,SI1,62.3,56.0,461,4.27,4.3,2.67,True,Económico,1536.6666666666667
0.3,Ideal,F,SI1,62.5,57.0,461,4.27,4.31,2.68,True,Económico,1536.6666666666667
0.32,Premium,H,SI1,62.3,60.0,461,4.36,4.4,2.73,True,Económico,1440.625
0.32,Premium,H,SI1,62.0,58.0,461,4.38,4.39,2.72,True,Económico,1440.625
0.32,Very Good,H,SI1,63.0,59.0,461,4.33,4.37,2.74,False,Económico,1440.625
0.32,Good,H,SI1,63.1,58.0,461,4.33,4.36,2.74,False,Económico,1440.625
0.32,Good,H,SI1,63.7,55.0,461,4.3,4.33,2.75,False,Económico,1440.625
0.32,Very Good,H,SI1,62.6,55.0,461,4.37,4.38,2.74,False,Económico,1440.625
0.37,Very Good,E,VS2,59.5,59.0,811,4.64,4.71,2.78,False,Económico,2191.891891891892
0.37,Very Good,E,VS2,61.8,59.0,811,4.56,4.6,2.83,False,Económico,2191.891891891892
0.37,Very Good,E,VS2,61.1,57.0,811,4.63,4.66,2.84,False,Económico,2191.891891891892
0.37,Ideal,E,VS2,62.0,57.0,811,4.6,4.63,2.86,True,Económico,2191.891891891892
0.37,Ideal,E,VS2,62.6,56.0,811,4.56,4.61,2.87,True,Económico,2191.891891891892
0.37,Very Good,E,VS2,58.9,61.0,811,4.66,4.68,2.75,False,Económico,2191.891891891892
0.37,Ideal,F,VS1,61.7,56.0,811,4.61,4.63,2.85,True,Económico,2191.891891891892
0.37,Ideal,E,VS2,61.6,57.0,811,4.61,4.65,2.85,True,Económico,2191.891891891892
0.37,Ideal,F,VS1,61.1,57.0,811,4.61,4.65,2.83,True,Económico,2191.891891891892
0.37,Very Good,E,VS2,62.3,59.0,811,4.56,4.59,2.85,False,Económico,2191.891891891892
0.37,Ideal,E,VS2,61.5,56.0,811,4.59,4.62,2.83,True,Económico,2191.891891891892
0.37,Ideal,E,VS2,61.2,57.0,811,4.58,4.64,2.82,True,Económico,2191.891891891892
0.37,Ideal,E,VS2,62.3,56.0,811,4.56,4.59,2.85,True,Económico,2191.891891891892
0.37,Very Good,E,VS2,63.0,58.0,811,4.53,4.58,2.87,False,Económico,2191.891891891892
0.37,Premium,E,VS2,59.1,60.0,811,4.66,4.68,2.76,True,Económico,2191.891891891892
0.3,Ideal,E,VVS2,61.0,56.0,812,4.33,4.39,2.66,True,Económico,2706.666666666667
0.38,Premium,E,SI2,61.6,57.0,812,4.65,4.61,2.85,True,Económico,2136.842105263158
0.38,Premium,D,SI2,61.1,58.0,812,4.68,4.62,2.84,True,Económico,2136.842105263158
0.38,Ideal,D,SI2,61.1,56.0,812,4.71,4.65,2.86,True,Económico,2136.842105263158
0.38,Premium,D,SI2,62.1,55.0,812,4.65,4.62,2.88,True,Económico,2136.842105263158
0.38,Premium,I,VS2,62.5,58.0,812,4.61,4.58,2.87,True,Económico,2136.842105263158
0.38,Premium,I,VS2,61.7,59.0,812,4.64,4.6,2.85,True,Económico,2136.842105263158
0.38,Premium,I,VS2,61.5,58.0,812,4.62,4.61,2.84,True,Económico,2136.842105263158
0.38,Premium,I,VS2,61.8,59.0,812,4.64,4.61,2.86,True,Económico,2136.842105263158
0.38,Premium,I,VS2,60.2,58.0,812,4.75,4.69,2.84,True,Económico,2136.842105263158
0.38,Premium,H,SI1,59.7,60.0,812,4.68,4.66,2.79,True,Económico,2136.842105263158
0.38,Premium,H,SI1,61.2,62.0,812,4.66,4.62,2.84,True,Económico,2136.842105263158
0.38,Very Good,H,SI1,63.3,57.0,812,4.62,4.58,2.91,False,Económico,2136.842105263158
0.38,Premium,D,SI2,59.2,61.0,812,4.72,4.67,2.78,True,Económico,2136.842105263158
0.38,Ideal,E,SI2,61.2,57.0,812,4.71,4.67,2.87,True,Económico,2136.842105263158
0.44,Very Good,I,VS1,61.9,57.0,813,4.86,4.89,3.01,False,Económico,1847.7272727272727
0.34,Ideal,G,VVS1,60.4,56.0,813,4.52,4.55,2.74,True,Económico,2391.176470588235
0.3,Ideal,E,VVS1,61.0,56.0,813,4.34,4.38,2.66,True,Económico,2710.0
0.32,Ideal,E,VVS1,60.9,56.0,813,4.41,4.43,2.69,True,Económico,2540.625
0.38,Ideal,E,VS2,61.5,55.0,813,4.67,4.7,2.88,True,Económico,2139.4736842105262
0.44,Ideal,G,SI1,61.1,56.0,813,4.92,4.94,3.01,True,Económico,1847.7272727272727
0.3,Ideal,G,IF,61.8,55.0,813,4.33,4.35,2.68,True,Económico,2710.0
0.4,Fair,E,VS2,64.7,58.0,813,4.63,4.67,3.01,False,Económico,2032.5
0.43,Premium,F,SI2,58.3,62.0,813,4.97,4.91,2.88,True,Económico,1890.6976744186047
0.41,Very Good,G,VS2,61.4,59.2,813,4.76,4.78,2.93,False,Económico,1982.9268292682927
0.31,Good,E,IF,64.2,60.0,813,4.22,4.28,2.73,False,Económico,2622.5806451612902
0.3,Very Good,E,VVS2,60.7,55.0,814,4.35,4.36,2.65,False,Económico,2713.3333333333335
0.3,Very Good,F,VVS1,61.1,57.0,814,4.31,4.33,2.64,False,Económico,2713.3333333333335
0.3,Very Good,F,VVS1,62.6,56.0,814,4.27,4.29,2.68,False,Económico,2713.3333333333335
0.4,Very Good,E,VS2,59.1,60.0,814,4.81,4.84,2.85,False,Económico,2035.0
0.31,Good,F,VS1,56.7,60.0,814,4.57,4.5,2.57,False,Económico,2625.8064516129034
0.31,Fair,E,VS2,54.2,63.0,814,4.61,4.51,2.47,False,Económico,2625.8064516129034
0.31,Ideal,F,VVS2,60.2,55.0,814,4.43,4.45,2.67,True,Económico,2625.8064516129034
0.33,Ideal,E,VVS2,60.9,56.0,814,4.45,4.48,2.72,True,Económico,2466.6666666666665
0.33,Ideal,E,VVS2,61.2,56.0,814,4.46,4.5,2.74,True,Económico,2466.6666666666665
0.33,Ideal,E,VVS2,61.2,56.0,814,4.44,4.48,2.73,True,Económico,2466.6666666666665
0.3,Ideal,D,VVS2,61.7,57.0,814,4.33,4.36,2.68,True,Económico,2713.3333333333335
0.3,Ideal,D,VVS2,62.0,53.0,814,4.33,4.35,2.69,True,Económico,2713.3333333333335
0.3,Ideal,D,VVS2,61.9,55.0,814,4.28,4.31,2.66,True,Económico,2713.3333333333335
0.3,Ideal,D,VVS2,61.6,58.0,814,4.29,4.32,2.65,True,Económico,2713.3333333333335
0.3,Ideal,D,VVS2,61.7,55.0,814,4.33,4.36,2.68,True,Económico,2713.3333333333335
0.3,Ideal,D,VVS2,61.6,57.0,814,4.31,4.32,2.66,True,Económico,2713.3333333333335
0.3,Ideal,D,VVS2,62.4,54.0,814,4.3,4.32,2.69,True,Económico,2713.3333333333335
0.3,Ideal,D,VVS2,60.7,58.0,814,4.3,4.33,2.62,True,Económico,2713.3333333333335
0.3,Ideal,D,VVS2,62.1,57.0,814,4.27,4.3,2.66,True,Económico,2713.3333333333335
0.3,Ideal,D,VVS2,62.2,55.0,814,4.32,4.33,2.69,True,Económico,2713.3333333333335
0.32,Ideal,G,VVS1,61.2,55.0,814,4.41,4.44,2.71,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.4,57.0,814,4.39,4.41,2.7,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.9,55.0,814,4.43,4.46,2.75,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.7,56.0,814,4.4,4.42,2.72,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.6,55.0,814,4.43,4.47,2.74,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.4,57.0,814,4.42,4.44,2.72,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.1,55.0,814,4.43,4.45,2.71,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.1,55.0,814,4.45,4.48,2.73,True,Económico,2543.75
0.32,Ideal,G,VVS1,62.2,53.0,814,4.42,4.45,2.76,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.2,56.0,814,4.42,4.44,2.71,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.8,55.0,814,4.4,4.43,2.73,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.8,54.0,814,4.41,4.43,2.73,True,Económico,2543.75
0.32,Ideal,G,VVS1,61.8,54.0,814,4.4,4.43,2.73,True,Económico,2543.75
0.3,Ideal,F,VVS1,61.8,57.0,814,4.3,4.34,2.67,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,62.2,57.0,814,4.28,4.31,2.67,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,61.6,58.0,814,4.27,4.3,2.64,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,62.6,55.0,814,4.28,4.31,2.69,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,61.6,55.0,814,4.33,4.37,2.68,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,62.5,57.0,814,4.26,4.29,2.67,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,61.9,54.0,814,4.35,4.37,2.7,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,62.1,54.0,814,4.32,4.35,2.69,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,61.5,58.0,814,4.3,4.32,2.65,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,61.9,58.0,814,4.26,4.3,2.65,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,62.5,55.0,814,4.26,4.29,2.67,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,61.7,58.0,814,4.26,4.3,2.64,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,61.1,56.0,814,4.33,4.38,2.66,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,62.0,58.0,814,4.26,4.29,2.65,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,62.2,56.0,814,4.28,4.3,2.67,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,61.9,56.0,814,4.3,4.33,2.67,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,61.9,57.0,814,4.3,4.32,2.67,True,Económico,2713.3333333333335
0.3,Ideal,F,VVS1,62.2,56.0,814,4.27,4.31,2.67,True,Económico,2713.3333333333335
0.32,Ideal,H,IF,61.2,56.0,814,4.4,4.42,2.7,True,Económico,2543.75
0.32,Ideal,H,IF,61.8,55.0,814,4.42,4.45,2.74,True,Económico,2543.75
0.32,Ideal,H,IF,61.1,56.0,814,4.45,4.48,2.73,True,Económico,2543.75
0.32,Ideal,H,IF,61.2,57.0,814,4.41,4.44,2.71,True,Económico,2543.75
0.32,Ideal,H,IF,61.6,55.0,814,4.41,4.42,2.72,True,Económico,2543.75
0.32,Ideal,H,IF,62.6,54.0,814,4.38,4.4,2.75,True,Económico,2543.75
0.32,Ideal,H,IF,62.0,55.0,814,4.39,4.42,2.73,True,Económico,2543.75
0.32,Ideal,H,IF,61.6,54.0,814,4.41,4.49,2.74,True,Económico,2543.75
0.32,Ideal,H,IF,61.4,55.0,814,4.42,4.47,2.73,True,Económico,2543.75
0.32,Ideal,H,IF,62.2,54.0,814,4.37,4.41,2.73,True,Económico,2543.75
0.32,Ideal,H,IF,62.1,54.0,814,4.41,4.45,2.75,True,Económico,2543.75
0.4,Good,D,VS2,64.4,56.0,814,4.62,4.67,2.99,False,Económico,2035.0
0.26,Ideal,F,VVS1,62.7,55.0,814,4.1,4.07,2.56,True,Económico,3130.7692307692305
0.26,Ideal,E,VVS1,61.7,56.0,814,4.11,4.09,2.53,True,Económico,3130.7692307692305
0.26,Premium,E,VVS1,60.9,59.0,814,4.12,4.09,2.5,True,Económico,3130.7692307692305
0.42,Premium,E,SI2,58.5,60.0,814,4.94,4.91,2.88,True,Económico,1938.095238095238
0.47,Premium,I,SI2,61.5,62.0,814,5.01,4.95,3.06,True,Económico,1731.9148936170213
0.3,Premium,E,VS1,60.2,57.0,814,4.37,4.3,2.61,True,Económico,2713.3333333333335
0.3,Premium,E,VS1,61.4,59.0,814,4.32,4.28,2.64,True,Económico,2713.3333333333335
0.32,Premium,E,VVS1,60.8,59.0,814,4.43,4.45,2.7,True,Económico,2543.75
0.32,Ideal,E,VVS1,62.5,56.0,814,4.38,4.42,2.75,True,Económico,2543.75
0.3,Good,E,VVS2,59.8,64.0,814,4.34,4.29,2.58,False,Económico,2713.3333333333335
0.32,Ideal,D,VS1,61.4,57.0,814,4.4,4.43,2.71,True,Económico,2543.75
0.46,Very Good,F,SI2,62.6,58.0,815,4.88,4.96,3.08,False,Económico,1771.7391304347825
0.29,Very Good,F,IF,59.9,56.0,815,4.35,4.37,2.61,False,Económico,2810.344827586207
0.37,Ideal,G,VVS2,61.6,55.0,815,4.62,4.66,2.86,True,Económico,2202.702702702703
0.29,Ideal,E,VVS2,61.9,56.0,815,4.22,4.24,2.62,True,Económico,2810.344827586207
0.31,Ideal,D,VVS2,62.4,54.0,815,4.35,4.37,2.72,True,Económico,2629.032258064516
0.31,Ideal,D,VVS2,61.7,54.0,815,4.38,4.43,2.72,True,Económico,2629.032258064516
